ZoneID,Japanese Name,Machine Translated,City,Actual,File Path,Zone Name
194,ファイトエリア:民家2,Fight Area : Private House 2,,Fight Area - House 2 (South of Center),prefab_map/t01r0301,C11R0401
195,クロガネたんこう:クロガネたんこう B1,KuroganeTanko : Kurogane Tantko B1,,Oreburgh Mine B1F,prefab_map/d01r0101,D01R0101
196,クロガネたんこう:クロガネたんこう B2,KuroganeTanko : Kurogane Tantko B2,,Oreburgh Mine B2F,prefab_map/d01r0102,D01R0102
197,たにまのはつでんしょ（フィールド）,Tani-no-8 Densho (Field),,Valley Windworks (Outside),fields/area003,D02
198,たにまのはつでんしょ,Tanimano-no-Honsho,,Valley Windworks (Inside),prefab_map/d02r0101,D02R0101
199,ハクタイのもり（フィールド）,Hakutai's Weight (Field),,Eterna Forest (Overworld),fields/area003,D03
200,ハクタイのもり,Hakutai's Weight,,Eterna Forest,prefab_map/d03r0101,D03R0101
201,タタラせいてつしょ（フィールド）,Tatara Setsutsusho (Field),,Fuego Ironworks (Outside),fields/area003,D04
202,タタラせいてつしょ,Tatara Setsutsu,,Fuego Ironworks (Inside),prefab_map/d04r0101,D04R0101
203,てんがんざん:てんがんざんー1,Tenganzan : Tenganzan1,,Mt. Coronet - Route 207 Entrance,prefab_map/d05r0101,D05R0101
204,てんがんざん:てんがんざんー2,Tenganzan : Tenganzan2,,Mt. Coronet - 2F,prefab_map/d05r0102,D05R0102
205,てんがんざん:てんがんざんー3,Tenganzan : Tenganzan3,,Mt. Coronet - 3F,prefab_map/d05r0103,D05R0103
206,てんがんざんー外周,Tenganzan - Outer Circumference,,Mt. Coronet - Snow Area,prefab_map/d05r0104,D05R0104
207,てんがんざんー外周,Tenganzan - Outer Circumference,,Mt. Coronet - Summit,prefab_map/d05r0105,D05R0105
208,てんがんざん:てんがんざんー4,Tenganzan : TenganZan4,,Mt. Coronet - 4F (Waterfall),prefab_map/d05r0106,D05R0106
209,てんがんざん:てんがんざんー5,Tenganzan : Tenganzan5,,Mt. Coronet - 4F (Towards Spear Pillar),prefab_map/d05r0107,D05R0107
210,てんがんざん:てんがんざんー6,Tenganzan : Tenganzan6,,Mt. Coronet - 5F,prefab_map/d05r0108,D05R0108
211,てんがんざん:てんがんざんー7,Tenganzan : Tenganzan7,,Mt. Coronet - 6F,prefab_map/d05r0109,D05R0109
212,てんがんざん:てんがんざんー8,Tenganzan : TenganZan8,,Mt. Coronet - Tunnel to Route 211 Entrance,prefab_map/d05r0110,D05R0110
213,てんがんざん:てんがんざんー9,Tenganzan : Tenganzan9,,Mt. Coronet - Route 216 Entrance,prefab_map/d05r0111,D05R0111
214,てんがんざん:てんがんざんー10,Tenganzan : TenganZan10,,Mt. Coronet - Route 211 Entrance,prefab_map/d05r0112,D05R0112
215,てんがんざん:てんがんざんー11,Tenganzan : Tenganzan11,,Mt. Coronet - B1F,prefab_map/d05r0113,D05R0113
216,やりのはしら（ダイヤモンド）,Diamond,,Spear Pillar,prefab_map/d05r0114,D05R0114
217,やりのはしら（パール）,Spear Ladder (Pearl),,Spear Pillar - Pearl,prefab_map/d05r0115,D05R0115
218,はじまりのま（ダイヤモンド）,Beginning (Diamond),,Hall of Origin - Diamond,prefab_map/d05r0116,D05R0116
219,だいしつげん,Daishitsu-1,,Great Marsh - Area 1,fields/safari,D06R0201
220,だいしつげん,Daishitsu-1,,Great Marsh - Area 2,fields/safari,D06R0202
221,だいしつげん,Daishitsu-1,,Great Marsh - Area 3,fields/safari,D06R0203
222,だいしつげん,Daishitsu-1,,Great Marsh - Area 4,fields/safari,D06R0204
223,だいしつげん,Daishitsu-1,,Great Marsh - Area 5,fields/safari,D06R0205
224,だいしつげん,Daishitsu-1,,Great Marsh - Area 6,fields/safari,D06R0206
225,アンノーンダンジョン:アンノーンダンジョン2F,Annone Dungeon : Annone Dungeon 2F,,Solaceon Ruins - 2F,prefab_map/d07r0101,D07R0101
226,アンノーンダンジョン:アンノーンダンジョン1F,Annone Dungeon : Annone Dungeon 1F,,Solaceon Ruins - 1F,prefab_map/d07r0102,D07R0102
227,アンノーンダンジョン:アンノーンダンジョン,Annone Dungeon : Annone Dungeon,,Solaceon Ruins - F Room Dead End (NE),prefab_map/d07r0103,D07R0103
228,アンノーンダンジョン:アンノーンダンジョン,Annone Dungeon : Annone Dungeon,,Solaceon Ruins - 1F Dead End (NW),prefab_map/d07r0104,D07R0104
229,アンノーンダンジョン:アンノーンダンジョン,Annone Dungeon : Annone Dungeon,,Solaceon Ruins - F Room,prefab_map/d07r0105,D07R0105
230,アンノーンダンジョン:アンノーンダンジョン,Annone Dungeon : Annone Dungeon,,Solaceon Ruins - 1F Dead End (SE),prefab_map/d07r0106,D07R0106
231,アンノーンダンジョン:アンノーンダンジョン,Annone Dungeon : Annone Dungeon,,Solaceon Ruins - R Room,prefab_map/d07r0107,D07R0107
232,アンノーンダンジョン:アンノーンダンジョン,Annone Dungeon : Annone Dungeon,,Solaceon Ruins - F Room Dead End (SE),prefab_map/d07r0106,D07R0108
233,アンノーンダンジョン:アンノーンダンジョン,Annone Dungeon : Annone Dungeon,,Solaceon Ruins - N Room Dead End (SE),prefab_map/d07r0103,D07R0109
234,アンノーンダンジョン:アンノーンダンジョン,Annone Dungeon : Annone Dungeon,,Solaceon Ruins - E Room Dead End (SW),prefab_map/d07r0110,D07R0110
235,アンノーンダンジョン:アンノーンダンジョン,Annone Dungeon : Annone Dungeon,,Solaceon Ruins - R Room Dead End (NW),prefab_map/d07r0104,D07R0111
236,アンノーンダンジョン:アンノーンダンジョン,Annone Dungeon : Annone Dungeon,,Solaceon Ruins - R Room Dead End (SW),prefab_map/d07r0104,D07R0112
237,アンノーンダンジョン:アンノーンダンジョン,Annone Dungeon : Annone Dungeon,,Solaceon Ruins - I Room,prefab_map/d07r0113,D07R0113
238,アンノーンダンジョン:アンノーンダンジョン,Annone Dungeon : Annone Dungeon,,Solaceon Ruins - N Room,prefab_map/d07r0107,D07R0114
239,アンノーンダンジョン:アンノーンダンジョン,Annone Dungeon : Annone Dungeon,,Solaceon Ruins - E Room,prefab_map/d07r0115,D07R0115
240,アンノーンダンジョン:アンノーンダンジョン,Annone Dungeon : Annone Dungeon,,Solaceon Ruins - D Room,prefab_map/d07r0116,D07R0116
241,アンノーンダンジョン:アンノーンダンジョン,Annone Dungeon : Annone Dungeon,,Solaceon Ruins - I Room Dead End (SE),prefab_map/d07r0106,D07R0117
242,アンノーンダンジョン:アンノーンダンジョン,Annone Dungeon : Annone Dungeon,,Solaceon Ruins - N Room Dead End (NW),prefab_map/d07r0104,D07R0118
243,アンノーンダンジョン:アンノーンダンジョン,Annone Dungeon : Annone Dungeon,,Solaceon Ruins - E Room Dead End (SE),prefab_map/d07r0106,D07R0119
244,チャンピオンロード:チャンピオンロードー1,Champion Road : Champion Road 1,,Victory Road - 1F,prefab_map/d09r0101,D09R0101
245,チャンピオンロード:チャンピオンロードー2,Champion Road : Champion Road 2,,Victory Road - 2F,prefab_map/d09r0102,D09R0102
246,チャンピオンロード:チャンピオンロードー3,Champion Road : Champion Road 3,,Victory Road - B1F,prefab_map/d09r0103,D09R0103
247,チャンピオンロード:チャンピオンロードー4,Champion Road : Champion Road 4,,Victory Road - 1F Back (Marley),prefab_map/d09r0104,D09R0104
248,チャンピオンロード:チャンピオンロードー5,Champion Road : Champion Road 5,,Victory Road - 1F Back (Entrance),prefab_map/d09r0105,D09R0105
249,チャンピオンロード:チャンピオンロードー6,Champion Road : Champion Road 6,,Victory Road - 1F Back (214 Exit),prefab_map/d09r0106,D09R0106
250,パルパーク,Palpark,,Pal Park - Unused,prefab_map/d10r0101,D10R0101
251,ふれあいひろば,Fureai Hiroba,,Amity Square,prefab_map/d11r0101,D11R0101
252,あれたぬけみち,Aye noke 6,,Ravaged Path,prefab_map/d12r0101,D12R0101
253,ソノオのはなばたけ,Sonoh's Muster,,Floaroma Meadow,prefab_map/d13r0101,D13R0101
254,ソノオのはなばたけ:民家,Sonoh's Hanaba Take : Private House,,Floaroma Meadow - House,prefab_map/t01r0301,D13R0102
255,クロガネゲート:クロガネゲートー1F,Kuroganegate : Kuroganegate1F,,Oreburgh Gate - 1F,prefab_map/d14r0101,D14R0101
256,クロガネゲート:クロガネゲートーB1F,Kuroganegate : KuroganegateB1F,,Oreburgh Gate - B1F,prefab_map/d14r0102,D14R0102
257,まんげつじま（フィールド）,Mangetsujima (Field),,Fullmoon Island,fields/area010,D15
258,まんげつじま,Mange tsujima,,Fullmoon Island - Cresselia Room,prefab_map/d15r0101,D15R0101
259,ハードマウンテン（フィールド）,Hard Mountain (Field),,Stark Mountain (Overworld),fields/area012,D16
260,ハードマウンテン:ハードマウンテン−1,Hard Mountain : Hard Mountain -1,,Stark Mountain - Entrance,prefab_map/d16r0101,D16R0101
261,ハードマウンテン:ハードマウンテン−2,Hard Mountain : Hard Mountain -2,,Stark Mountain - Interior,prefab_map/d16r0102,D16R0102
262,ハードマウンテン:ハードマウンテン−3,Hard Mountain : Hard Mountain -3,,Stark Mountain - Heatran's Room,prefab_map/d16r0103,D16R0103
263,おくりのみずうみ,Okukuri Mizuumi,,Sendoff Spring,prefab_map/d17r0101,D17R0101
264,もどりのどうくつ:もどりのどうくつ,Returns : Back-to-Back Lookutsu,,Turnback Cave - Entrance,prefab_map/d17r0102,D17R0102
265,もどりのどうくつ:もどりのどうくつ,Returns : Back-to-Back Lookutsu,,Turnback Cave - d17r0103,prefab_map/d17r0103,D17R0103
266,もどりのどうくつ:もどりのどうくつ,Returns : Back-to-Back Lookutsu,,Turnback Cave - d17r0104,prefab_map/d17r0104,D17R0104
267,もどりのどうくつ:もどりのどうくつ,Returns : Back-to-Back Lookutsu,,Turnback Cave - d17r0105,prefab_map/d17r0105,D17R0105
268,もどりのどうくつ:もどりのどうくつ,Returns : Back-to-Back Lookutsu,,Turnback Cave - d17r0106,prefab_map/d17r0105,D17R0106
269,もどりのどうくつ:もどりのどうくつ,Returns : Back-to-Back Lookutsu,,Turnback Cave - d17r0107,prefab_map/d17r0107,D17R0107
270,もどりのどうくつ:もどりのどうくつ,Returns : Back-to-Back Lookutsu,,Turnback Cave - d17r0108,prefab_map/d17r0107,D17R0108
271,もどりのどうくつ:もどりのどうくつ,Returns : Back-to-Back Lookutsu,,Turnback Cave - d17r0109,prefab_map/d17r0109,D17R0109
272,もどりのどうくつ:もどりのどうくつ,Returns : Back-to-Back Lookutsu,,Turnback Cave - d17r0110,prefab_map/d17r0109,D17R0110
273,もどりのどうくつ:もどりのどうくつ,Returns : Back-to-Back Lookutsu,,Turnback Cave - d17r0111,prefab_map/d17r0105,D17R0111
274,もどりのどうくつ:もどりのどうくつ,Returns : Back-to-Back Lookutsu,,Turnback Cave - d17r0112,prefab_map/d17r0105,D17R0112
275,もどりのどうくつ:もどりのどうくつ,Returns : Back-to-Back Lookutsu,,Turnback Cave - d17r0113,prefab_map/d17r0107,D17R0113
276,もどりのどうくつ:もどりのどうくつ,Returns : Back-to-Back Lookutsu,,Turnback Cave - d17r0114,prefab_map/d17r0107,D17R0114
277,もどりのどうくつ:もどりのどうくつ,Returns : Back-to-Back Lookutsu,,Turnback Cave - d17r0115,prefab_map/d17r0109,D17R0115
278,もどりのどうくつ:もどりのどうくつ,Returns : Back-to-Back Lookutsu,,Turnback Cave - d17r0116,prefab_map/d17r0109,D17R0116
279,もどりのどうくつ:もどりのどうくつ,Returns : Back-to-Back Lookutsu,,Turnback Cave - d17r0117,prefab_map/d17r0105,D17R0117
280,もどりのどうくつ:もどりのどうくつ,Returns : Back-to-Back Lookutsu,,Turnback Cave - d17r0118,prefab_map/d17r0105,D17R0118
281,もどりのどうくつ:もどりのどうくつ,Returns : Back-to-Back Lookutsu,,Turnback Cave - d17r0119,prefab_map/d17r0107,D17R0119
282,もどりのどうくつ:もどりのどうくつ,Returns : Back-to-Back Lookutsu,,Turnback Cave - d17r0120,prefab_map/d17r0107,D17R0120
283,もどりのどうくつ:もどりのどうくつ,Returns : Back-to-Back Lookutsu,,Turnback Cave - d17r0121,prefab_map/d17r0109,D17R0121
284,もどりのどうくつ:もどりのどうくつ,Returns : Back-to-Back Lookutsu,,Turnback Cave - d17r0122,prefab_map/d17r0109,D17R0122
285,はなのらくえん,Hana-no-Rakuen,,Flower Paradise,fields/area008,D18
286,キッサキしんでん:キッサキしんでん 1F,Kisaki Shin : Kisaki-shin 1F,,Snowpoint Temple - 1F,prefab_map/d20r0101,D20R0101
287,キッサキしんでん:キッサキしんでん B1F,Kisaki-shin : Kisaki-shin B1F,,Snowpoint Temple - B1F,prefab_map/d20r0102,D20R0102
288,キッサキしんでん:キッサキしんでん B2F,Kisaki Shin : Kisaki-shin B2F,,Snowpoint Temple - B2F,prefab_map/d20r0103,D20R0103
289,キッサキしんでん:キッサキしんでん B3F,Kisaki Shin : Kisaki-shin B3F,,Snowpoint Temple - B3F,prefab_map/d20r0104,D20R0104
290,キッサキしんでん:キッサキしんでん B4F,Kisaki-shin : Kisaki-shin B4F,,Snowpoint Temple - B4F,prefab_map/d20r0105,D20R0105
291,キッサキしんでん:キッサキしんでん B5F,Kisaki Shin : Kisaki-shin B5F,,Snowpoint Temple - B5F,prefab_map/d20r0106,D20R0106
292,まよいのどうくつ:まよいのどうくつ ー1,Mayu's Doutsu : Good-of-The-1,,Wayward Cave - Main Area,prefab_map/d21r0101,D21R0101
293,まよいのどうくつ:まよいのどうくつ ー2,Maya-no-Dotsu : Good-of-The-2,,Wayward Cave - Secret Area,prefab_map/d21r0102,D21R0102
294,いせきマニアのあな:いせきマニアのあな,Iseki Mania's Ana : Iseki Mania,,Ruin Maniac Cave - Small,prefab_map/d22r0101,D22R0101
295,いせきマニアのあな:いせきマニアのあな,Iseki Mania's Ana : Iseki Mania,,Ruin Maniac Cave - Large,prefab_map/d22r0102,D22R0102
296,マニアトンネル,Mania Tunnel,,Maniac Tunnel,prefab_map/d22r0103,D22R0103
297,じまんのうらにわ,I'm a lye of the oneself.,,Trophy Garden,prefab_map/d23r0101,D23R0101
298,こうてつじま（フィールド）,Kotetsujima (Field),,Iron Island (Overworld),fields/area010,D24
299,こうてつじま:こうてつじま―1,Kotetsujima : Kotetsujima -1,,Iron Island - 1F,prefab_map/d24r0101,D24R0101
300,こうてつじま:こうてつじま―2,Kotetsujima : Kotetsujima -2,,Iron Island - B1F Left,prefab_map/d24r0102,D24R0102
301,こうてつじま:こうてつじま―3,Kotetsujima : Kotetsujima -3,,Iron Island - B1F Right,prefab_map/d24r0103,D24R0103
302,こうてつじま:こうてつじま―4,Kotetsujima : Kotetsujima -4,,Iron Island - B2F Right,prefab_map/d24r0104,D24R0104
303,こうてつじま:こうてつじま―5,Kotetsujima : Kotetsujima -5,,Iron Island - B2F Left (Riley's Room),prefab_map/d24r0105,D24R0105
304,こうてつじま:こうてつじま―6,Kotetsujima : Kotetsujima -6,,Iron Island - B3F,prefab_map/d24r0106,D24R0106
305,こうてつじま:こうてつじま―民家,Kotetsujima : Kotetsujima - Private House,,Iron Island - House,prefab_map/c02r0501,D24R0201
306,もりのようかん:もりのようかん 入り口広間,Mori no Yokan : Mori no Yokan Entrance Hall,,Old Chateau - Lobby,prefab_map/d25r0101,D25R0101
307,もりのようかん:もりのようかん 長い机の部屋,Mori no Yokan : Mori no Yokan Long Desk Room,,Old Chateau - Dining Room,prefab_map/d25r0102,D25R0102
308,もりのようかん:もりのようかん 2F小部屋,Mori no Yokan : Mori no Yokan 2F Small Room,,Old Chateau - 2F Small Rooms,prefab_map/d25r0103,D25R0103
309,もりのようかん:もりのようかん 通路,Mori no Yokan : Mori-no-Yokan Aisle,,Old Chateau - 2F Hallway,prefab_map/d25r0104,D25R0104
310,もりのようかん:もりのようかん 2つの部屋1,Mori no Yokan : Mori no Yokan 2 Rooms 1,,Old Chateau - Hallway Room 1,prefab_map/d25r0105,D25R0105
311,もりのようかん:もりのようかん 3つの部屋1,Mori no Yokan : Mori no Yokan 3 Rooms 1,,Old Chateau - Hallway Room 2,prefab_map/d25r0106,D25R0106
312,もりのようかん:もりのようかん 3つの部屋2,Mori no Yokan : Mori no Yokan 3 Rooms 2,,Old Chateau - Hallway Room 3,prefab_map/d25r0107,D25R0107
313,もりのようかん:もりのようかん 3つの部屋3,Mori no Yokan : Mori no Yokan 3 Rooms 3,,Old Chateau - Hallway Room 4,prefab_map/d25r0108,D25R0108
314,もりのようかん:もりのようかん 2つの部屋2,Mori no Yokan : Mori no Yokan 2 Rooms 2,,Old Chateau - Hallway Room 5,prefab_map/d25r0109,D25R0109
315,ギンガだんトバリビル:ギンガだんアジト 1F,Ginga DantoBaribir : Gingad dan ajito 1F,,Team Galactic HQ - 1F,prefab_map/d26r0101,D26R0101
316,ギンガだんトバリビル:ギンガだんアジト 2F,Ginga DantoBaribil : Gingad dan ajito 2F,,Team Galactic HQ - 2F,prefab_map/d26r0102,D26R0102
317,ギンガだんトバリビル:ギンガだんアジト 3F,Ginga DantoBaribir : Gingadian Ajito 3F,,Team Galactic HQ - 3F,prefab_map/d26r0103,D26R0103
318,ギンガだんトバリビル:ギンガだんアジト 4F,Ginga DantoBaribir : Gingad dan ajito 4F,,Team Galactic HQ - 4F,prefab_map/d26r0104,D26R0104
319,ギンガだんトバリビル:ギンガだんアジト B1F,Ginga DantoBaribil : Gingadian Ajito B1F,,Team Galactic HQ - B1F,prefab_map/d26r0105,D26R0105
320,ギンガだんトバリビル:ギンガだんアジト B2F,Ginga DantoBaribil : Gingad dan ajito B2F,,Team Galactic HQ - B2F,prefab_map/d26r0106,D26R0106
321,ギンガだんトバリビル:ギンガだんアジト レイアイハイの部屋,Ginga Dantobaribir : Gingadian Hideihai's Room,,Team Galactic HQ - Lake Trio Room,prefab_map/d26r0107,D26R0107
322,ギンガだんトバリビル:ギンガだんアジト レイアイハイの部屋への通路,Ginga Dantobariville : Aisle to the Room of Gingad dan ajito Leiaihai,,Team Galactic HQ - Hallway to Lake Trio,prefab_map/d26r0108,D26R0108
323,シンジこ:シンジこ（変化前）,Shinjiko : Shinjiko (before the change),,Lake Verity (Before),prefab_map/d27r0101,D27R0101
324,シンジこ:シンジこ（変化後）,Shinjiko : Shinjiko (after change),,Lake Verity (After),prefab_map/d27r0102,D27R0102
325,シンジこ:シンジこのくうどう,Shinjiko : Shinji Kokodo,,Verity Cavern,prefab_map/d27r0103,D27R0103
326,リッシこ:リッシこ（変化前）,Risshiko : Rissiko (before change),,Lake Valor (Before),prefab_map/d28r0101,D28R0101
327,リッシこ:リッシこ（変化後）,Risshiko : Rissiko (after change),,Lake Valor (After),prefab_map/d28r0102,D28R0102
328,リッシこ:リッシこのくうどう,Risshiko : Ricci This,,Valor Cavern,prefab_map/d28r0103,D28R0103
329,エイチこ:エイチこ（変化前）,Hichiko : H-Ko (before change),,Lake Acuity (Before),prefab_map/d29r0101,D29R0101
330,エイチこ:エイチこ（変化後）,H.: H-Ko (after change),,Lake Acuity (After),prefab_map/d29r0102,D29R0102
331,エイチこ:エイチこのくうどう,Hichiko : H.H.,,Acuity Cavern,prefab_map/d29r0103,D29R0103
332,しんげつじま（フィールド）,Shinge Tsujima (Field),,Newmoon Island,fields/area010,D30
333,しんげつじま,Shingetsujima,,Newmoon Island - Darkrai Room,prefab_map/d30r0101,D30R0101
334,バトルパーク,Battle Park,,Battle Park,prefab_map/d31,D31
335,バトルパーク:ポイントひきかえコーナー,Battle Park : Point Hikakie Corner,,Battle Park - Point Corner,prefab_map/d31r0101,D31R0101
336,バトルタワー:受付,BattleTower: Reception,,Battle Tower - Lobby,prefab_map/d31r0201,D31R0201
337,バトルタワー:エレベータ,BattleTower: Elevator,,Battle Tower - d31r0202,prefab_map/c01r0208,D31R0202
338,バトルタワー:シングル通路,BattleTower: Single Aisle,,Battle Tower - d31r0203,prefab_map/d31r0203,D31R0203
339,バトルタワー:マルチ通路,BattleTower: Multi-Aisle,,Battle Tower - d31r0204,,D31R0204
340,バトルタワー:シングル対戦部屋,BattleTower: Single Match Room,,Battle Tower - d31r0205,prefab_map/d31r0205,D31R0205
341,バトルタワー:マルチ対戦部屋,BattleTower: Multi-Match Room,,Battle Tower - d31r0206,,D31R0206
342,バトルタワー:バトルサロン,BattleTower: Battle Salon,,Battle Tower - d31r0207,,D31R0207
343,ダイレクトバトルルーム（シングル）,Direct Battle Room (Single),,Local Battle Room (Singles) (?),,DIRECT2
344,ダイレクトバトルルーム（ダブル）,Direct Battle Room (Double),,Local Battle Room (Doubles) (?),,DIRECT4
345,範囲外など（デバッグ用）,"Out of range, etc. (for debugging)",,,,EVERYWHERE
346,シンジこのほとり,Shinji On the Banks of This,,Verity Lakefront,fields/area001,L01
347,リッシこのほとり,Rissi this on the banks,,Valor Lakefront,fields/area013,L02
348,リッシこのほとり: グランドレイクレストラン,Rissi's Hot Street : Grand Lake Restaurant,,Valor Lakefront - Restaurant,prefab_map/l02r0101,L02R0101
349,リッシこのほとり: グランドレイク客室1,Rissi's Hot : Grand Lake Room 1,,Valor Lakefront - House 1 (NE),prefab_map/r213r0401,L02R0201
350,リッシこのほとり: グランドレイク客室2（賞状）,Rissi Kohokuri : Grand Lake Room 2(Certificate),,Valor Lakefront - House 2 (NW),prefab_map/r213r0401,L02R0301
351,エイチこのほとり,H.,,Acuity Lakefront,fields/area009,L03
352,かくれいずみへのみち,100% of the Oneself to Hide Izumi,,Spring Path,fields/area013,L04
353,範囲外など,"Out of range, etc.",,,,NOTHING
354,201ばんどうろ,201 Bandoro,,Route 201,fields/area001,R201
355,202ばんどうろ,202 Bandoro,,Route 202,fields/area001,R202
356,203ばんどうろ,203 Bandoro,,Route 203,fields/area001,R203
357,204ばんどうろa（コトブキ側）,204 Bandoro a(Kotobuki side),,Route 204 (South),fields/area001,R204A
358,204ばんどうろb（ソノオ側）,204 Bandoro b(Sonoh side),,Route 204 (North),fields/area003,R204B
359,205ばんどうろa（ソノオ側）,205 Bandoro a(Sonoh side),,Route 205 (South),fields/area003,R205A
360,205ばんどうろa:民家,205 Bandoro a: Private House,,Route 205 - House,prefab_map/c02r0501,R205AR0101
361,205ばんどうろb（ハクタイ側）,205 Bandoro b(Hakutai side),,Route 205 (North),fields/area003,R205B
362,206ばんどうろ,206 Bandoro,,Route 206,fields/area002,R206
363,206ばんどうろ:サイクリングロードゲート大,206 Bandoro : Cycling Road Gate Large,,Route 206 - Cycling Road Gate,prefab_map/r206r0101,R206R0101
364,207ばんどうろ,207 Bandoro,,Route 207,fields/area002,R207
365,208ばんどうろ,208 Bandoro,,Route 208,fields/area004,R208
366,208ばんどうろ:民家（木の実爺）,208 Bandoro : Private House (Minoru Kino),,Route 208 - House,prefab_map/t01r0301,R208R0101
367,209ばんどうろ,209 Bandoro,,Route 209,fields/area005,R209
368,209ばんどうろ:ロストタワー1F,209 Bandoro : Lost Tower1F,,Lost Tower - 1F,prefab_map/r209r0101,R209R0101
369,209ばんどうろ:ロストタワー2F,209 Bandoro : Lost Tower2F,,Lost Tower - 2F,prefab_map/r209r0102,R209R0102
370,209ばんどうろ:ロストタワー3F,209 Bandoro : Lost Tower3F,,Lost Tower - 3F,prefab_map/r209r0103,R209R0103
371,209ばんどうろ:ロストタワー4F,209 Bandoro : Lost Tower4F,,Lost Tower - 4F,prefab_map/r209r0104,R209R0104
372,209ばんどうろ:ロストタワー5F,209 Bandoro : Lost Tower5F,,Lost Tower - 5F,prefab_map/r209r0105,R209R0105
373,210ばんどうろa,210 Bandoro a,,Route 210 (South),fields/area005,R210A
374,210ばんどうろa:カフェやまごや,210 Bandoro a: Cafe Yamagoya,,Route 210 - Café Cabin,prefab_map/r210ar0101,R210AR0101
375,210ばんどうろb,210 Bandoro b,,Route 210 (North),fields/area005,R210B
376,210ばんどうろb:民家（ドラゴンわざ婆）,210 Bandoro b: Private House (Dragon Wazaba),,Route 210 - House (North),prefab_map/t01r0301,R210BR0101
377,211ばんどうろa（ハクタイ側）,211 Bandoro a(Hakutai side),,Route 211 (West),fields/area003,R211A
378,211ばんどうろb（カンナギ側）,211 Bandoro b(Kanagi side),,Route 211 (East),fields/area005,R211B
379,212ばんどうろa（ノモセ側）,212 Bandoro a(Nomose side),,Route 212 (North),fields/area007,R212A
380,212ばんどうろa:ポケモンやしき,212 Bandoro a: Pokémon Yaski,,Pokémon Mansion - Lobby,prefab_map/r212ar0101,R212AR0101
381,212ばんどうろa:ポケモンやしき,212 Bandoro a: Pokémon Yaski,,Pokémon Mansion - Rooms (Left),prefab_map/r212ar0102,R212AR0102
382,212ばんどうろa:ポケモンやしき,212 Bandoro a: Pokémon Yaski,,Pokémon Mansion - Backlot Room,prefab_map/r212ar0103,R212AR0103
383,212ばんどうろb（ヨスガ側）,212 Bandoro b(Yosuga side),,Route 212 (South),fields/area007,R212B
384,212ばんどうろb:民家,212 Bandoro b: Private House,,Route 212 - House (South),prefab_map/c04r0801,R212BR0101
385,213ばんどうろ,213 Bandoro,,Route 213,fields/area013,R213
386,213ばんどうろ:213ゲート,213 Bandoro:213 Gate,,Route 213 - Pastoria Gate,prefab_map/r218r0101,R213R0101
387,213ばんどうろ:足跡博士の家,213 Bandoro : Dr. Footprint's House,,Route 213 - House,prefab_map/c05r0901,R213R0201
388,213ばんどうろ:グランドレイクフロント,213 Bandoro : Grand Lakefront,,Valor Lakefront - Hotel,prefab_map/r213r0301,R213R0301
389,213ばんどうろ:グランドレイク客室1,213 Bandoro : Grand Lake Room 1,,Valor Lakefront - House 3 (Most SE),prefab_map/r213r0401,R213R0401
390,213ばんどうろ:グランドレイク客室2,213 Bandoro : Grand Lake Room 2,,Valor Lakefront - House 4 (SW),prefab_map/r213r0401,R213R0501
391,213ばんどうろ:グランドレイク客室3,213 Bandoro : Grand Lake Room 3,,"Valor Lakefront - House 5 (SE, Rock Climb)",prefab_map/r213r0401,R213R0601
392,214ばんどうろ,214 Bandoro,,Route 214,fields/area013,R214
393,214ばんどうろ:c08ゲート,214 Bandoro: c08 Gate,,Route 214 - Veilstone Gate,prefab_map/c05r0301,R214R0101
394,215ばんどうろ,215 Bandoro,,Route 215,fields/area005,R215
395,216ばんどうろ,216 Bandoro,,Route 216,fields/area009,R216
396,216ばんどうろ:民家,216 Bandoro : Private House,,Route 216 - House,prefab_map/c02r0501,R216R0101
397,217ばんどうろ,217 Bandoro,,Route 217,fields/area009,R217
398,217ばんどうろ:民家1,217 Bandoro : Private House 1,,Route 217 - House 1 (SW),prefab_map/c04r0701,R217R0101
399,217ばんどうろ:民家2,217 Bandoro : Private House 2,,Route 217 - House 2 (NE),prefab_map/c04r0701,R217R0201
400,218ばんどうろ,218 Bandoro,,Route 218,fields/area010,R218
401,218ばんどうろ:c01ゲート,218 Bandoro: c01 Gate,,Route 218 - Jubilife Gate,prefab_map/r218r0101,R218R0101
402,218ばんどうろ:c02ゲート,218 Bandoro: c02 Gate,,Route 218 - Canalave Gate,prefab_map/r218r0101,R218R0201
403,219ばんどうろ,219 Bandoro,,Route 219,fields/area001,R219
404,221ばんどうろ,221 Bandoro,,Route 221,fields/area001,R221
405,221ばんどうろ:パルパークゲート,221 Bandoro : Palpark Gate,,Ramanas Park,prefab_map/r221r0101,R221R0101
406,221ばんどうろ:民家,221 Bandoro : Private House,,Route 221 - House,prefab_map/c04r0801,R221R0201
407,222ばんどうろ,222 Bandoro,,Route 222,fields/area013,R222
408,222ばんどうろ:民家1,222 Bandoro : Private House 1,,Route 222 - House 1 (Left),prefab_map/t01r0301,R222R0101
409,222ばんどうろ:民家2,222 Bandoro : Private House 2,,Route 222 - House 2 (Right),prefab_map/t01r0301,R222R0201
410,222ばんどうろ:ｃ08ゲート,222 Bandoro: c08 Gate,,Route 222 - Sunyshore Gate,prefab_map/r218r0101,R222R0301
411,224ばんどうろ,224 Bandoro,,Route 224,fields/area008,R224
