ID,Class/Name,Level Cap,Format,Pokemon 1 Icon,Pokemon 1 Name,Pokemon 1 Level,Pokemon 1 Nature,Pokemon 1 Ability,Item 1 Icon,Item 1 Name,Pokemon 1 Move 1,Pokemon 1 Move 2,Pokemon 1 Move 3,Pokemon 1 Move 4,Pokemon 1 IV,Pokemon 1 EV,Pokemon 2 Icon,Pokemon 2 Name,Pokemon 2 Level,Pokemon 2 Nature,Pokemon 2 Ability,Item 2 Icon,Item 2 Name,Pokemon 2 Move 1,Pokemon 2 Move 2,Pokemon 2 Move 3,Pokemon 2 Move 4,Pokemon 2 IV,Pokemon 2 EV,Pokemon 3 Icon,Pokemon 3 Name,Pokemon 3 Level,Pokemon 3 Nature,Pokemon 3 Ability,Item 3 Icon,Item 3 Name,Pokemon 3 Move 1,Pokemon 3 Move 3,Pokemon 3 Move 2,Pokemon 3 Move 4,Pokemon 3 IV,Pokemon 3 EV,Pokemon 4 Icon,Pokemon 4 Name,Pokemon 4 Level,Pokemon 4 Nature,Pokemon 4 Ability,Item 4 Icon,Item 4 Name,Pokemon 4 Move 1,Pokemon 4 Move 2,Pokemon 4 Move 3,Pokemon 4 Move 4,Pokemon 4 IV,Pokemon 4 EV,Pokemon 5 Icon,Pokemon 5 Name,Pokemon 5 Level,Pokemon 5 Nature,Pokemon 5 Ability,Item 5 Icon,Item 5 Name,Pokemon 5 Move 1,Pokemon 5 Move 2,Pokemon 5 Move 3,Pokemon 5 Move 4,Pokemon 5 IV,Pokemon 5 EV,Pokemon 6 Icon,Pokemon 6 Name,Pokemon 6 Level,Pokemon 6 Nature,Pokemon 6 Ability,Item 6 Icon,Item 6 Name,Pokemon 6 Move 1,Pokemon 6 Move 2,Pokemon 6 Move 3,Pokemon 6 Move 4,Pokemon 6 IV,Pokemon 6 EV,Item(s),Special Note(s)
951,Dawn (Route 210) [Turtwig],Level Cap: 53,Format: Singles,,Alakazam,44,Timid,Magic Guard,,Life Orb,Psychic,Shadow Ball,Energy Ball,Dazzling Gleam,All 31,4 SpA / 252 SpD / 252 Spe,,Mamoswine,44,Timid,Thick Fat,,Passho Berry,Earthquake,Avalanche,Stone Edge,Ice Shard,All 31,252 Atk / 4 SpA / 252 SpD,,Clefable,44,Modest,Cute Charm,,Leftovers,Moonblast,Moonlight,Psychic,Thunder Wave,All 31,252 HP / 252 Def / 4 SpA,,Lopunny,44,Serious,Scrappy,,Choice Band,Strength,Fire Punch,Ice Punch,Jump Kick,All 31,252 Atk / 4 Def / 252 Spd,,Vaporeon,44,Naughty,Water Absorb,,Wise Glasses,Hydro Pump,Ice Beam,Extrasensory,Aqua Ring,All 31,252 HP / 252 Def / 4 SpA,,Torterra,45,Jolly,Overgrow,,Sitrus Berry,Wood Hammer,Earthquake,Iron Head,Rock Slide,All 31,248 HP / 252 Def / 8 Spa,None,None
952,Dawn (Route 210) [Chimchar],Level Cap: 53,Format: Singles,,Alakazam,44,Timid,Magic Guard,,Life Orb,Psychic,Shadow Ball,Energy Ball,Dazzling Gleam,All 31,4 SpA / 252 SpD / 252 Spe,,Mamoswine,44,Timid,Thick Fat,,Passho Berry,Earthquake,Avalanche,Stone Edge,Ice Shard,All 31,252 Atk / 4 SpA / 252 SpD,,Clefable,44,Modest,Cute Charm,,Leftovers,Moonblast,Moonlight,Psychic,Thunder Wave,All 31,252 HP / 252 Def / 4 SpA,,Lopunny,44,Serious,Scrappy,,Choice Band,Strength,Fire Punch,Ice Punch,Jump Kick,All 31,252 Atk / 4 Def / 252 Spd,,Jolteon,44,Naughty,Volt Absorb,,Wise Glasses,Thunder,Shadow Ball,Extrasensory,Thunder Wave,All 31,4 SpA / 252 SpD / 252 Spe,,Infernape,45,Jolly,Iron Fist,,Sitrus Berry,Fire Blast,Close Combat,Thunder Punch,Rock Slide,All 31,252 Atk / 4 Def / 252 SpD,None,None
953,Dawn (Route 210) [Piplup],Level Cap: 53,Format: Singles,,Alakazam,44,Timid,Magic Guard,,Life Orb,Psychic,Shadow Ball,Energy Ball,Dazzling Gleam,All 31,4 SpA / 252 SpD / 252 Spe,,Mamoswine,44,Timid,Thick Fat,,Passho Berry,Earthquake,Avalanche,Stone Edge,Ice Shard,All 31,252 Atk / 4 SpA / 252 SpD,,Clefable,44,Modest,Cute Charm,,Leftovers,Moonblast,Moonlight,Psychic,Thunder Wave,All 31,252 HP / 252 Def / 4 SpA,,Lopunny,44,Serious,Scrappy,,Choice Band,Strength,Fire Punch,Ice Punch,Jump Kick,All 31,252 Atk / 4 Def / 252 Spd,,Flareon,44,Naughty,Flash Fire,,Muscle Band,Flare Blitz,Play Rough,Close Combat,Will-O-Wisp,All 31,252 Atk / 4 Def / 252 SpD,,Empoleon,45,Jolly,Torrent,,Sitrus Berry,Surf,Flash Cannon,Grass Knot,Feather Dance,All 31,252 HP / 76 Def / 180 SpA,None,None
879,Cyrus [Celestic Town],Level Cap: 53,Format: Singles,,Crobat,45,Timid,Infiltrator,,Wise Glasses,Sludge Bomb,Air Slash,Giga Drain,Heat Wave,All 31 / 0 Atk,252 SpA / 4 SpD / 252 Spe,,Magnezone,45,Modest,Magnet Pull,,Air Balloon,Thunderbolt,Flash Cannon,Thunder Wave,Mirror Coat,All 31 / 0 Atk,244 HP / 252 SpA / 12 SpD,,Chatot,45,Timid,Soundproof,,Life Orb,U-turn,Hyper Voice,Heat Wave,Air Cutter,All 31,4/0/4/252/0/248,,Arcanine,45,Jolly,Intimidate,,Muscle Band,Close Combat,Play Rough,Wild Charge,Flare Blitz,All 31,252 Atk / 4 SpD / 248 Spe,,Honchkrow,46,Jolly,Moxie,,Choice Scarf,Drill Peck,Night Slash,Steel Wing,Facade,All 31,252 Atk / 8 SpD / 248 Spe,,Weavile,46,Jolly,Technician,,Focus Sash,Feint Attack,Icicle Crash,Ice Shard,Swords Dance,All 31,248 Atk / 8 SpD / 252 Spe,None,None
957,Darach [Renegade Park],Level Cap: 53,Format: Singles,,Gallade,48,Jolly,Steadfast,,Scope Lens,Psycho Cut,Night Slash,Close Combat,Leaf Blade,All 31,252 Atk / 252 SpD,,Empoleon,48,Calm,Torrent,,Sitrus Berry,Hydro Pump,Flash Cannon,Ice Beam,Aqua Jet,All 31,252 HP / 76 Def / 180 SpA,,Alakazam,48,Timid,Magic Guard,,Expert Belt,Psychic,Dazzling Gleam,Focus Blast,Energy Ball,All 31,252 SpD / 252 Spe,,Metagross,48,Adamant,Iron Fist,,Life Orb,Meteor Mash,Zen Headbutt,Earthquake,Hammer Arm,All 31,252 HP / 176 Atk / 80 Def,,Staraptor,48,Adamant,Reckless,,King's Rock,Chip Away,Brave Bird,Close Combat,Roost,All 31,252 Atk / 252 SpD,,Entei,48,Adamant,Pressure,,Shuca Berry,Sacred Fire,Stone Edge,Extreme Speed,Iron Head,All 31,252 Atk / 4 Def / 252 Spd,None,None
792,Barry (Canalave City) [Turtwig] (Team 1),Level Cap: 53,Format: Singles,,Torterra,49,Adamant,Solid Rock,,Yache Berry,Earthquake,Stealth Rock,Wood Hammer,Synthesis,All 31,252 HP / 248 Atk / 8 SpD,,Toxicroak,48,Timid,Dry Skin,,Focus Sash,Vacuum Wave,Sludge Bomb,Dark Pulse,Nasty Plot,All 31 / 0 Atk,4/0/0/248/8/248,,Dragonair,48,Adamant,Multiscale,,Muscle Band,Thunder Wave,Extreme Speed,Outrage,Waterfall,All 31,248 Hp / 248 Atk / 8 Spd,,Zangoose,48,Jolly,Toxic Boost,,Toxic Orb,Close Combat,Facade,X-Scissor,Knock Off,All 31,248 Atk / 8 SpD / 248 Spe,,Gardevoir,48,Timid,Pixilate,,Wiki Berry,Psychic,Moonblast,Aura Sphere,Calm Mind ,All 31 / 0 Atk,252 SpA / 8 SpD / 248 Spe,,Azumarill,48,Adamant,Huge Power,,Choice Band,Aqua Tail,Ice Punch,Play Rough,Aqua Jet,All 31,252 HP / 252 Atk / 4 SpD,None,None
793,Barry (Canalave City) [Turtwig] (Team 2),Level Cap: 53,Format: Singles,,Skarmory,48,Impish,Mirror Armor,,Leftovers,Spikes,Iron Head,Drill Run,Roost,All 31,248 HP / 236 Def / 24 Spe,,Dragonair,48,Adamant,Multiscale,,Muscle Band,Thunder Wave,Extreme Speed,Outrage,Waterfall,All 31,248 HP / 248 Atk / 8 SpD,,Houndoom,48,Hasty,Adaptability,,Focus Sash,Dark Pulse,Flamethrower,Sludge Bomb,Sucker Punch,All 31,8 Atk / 248 SpA / 252 Spe,,Floatzel,48,Naive,Propeller Tail,,Muscle Band,Waterfall,Ice Fang,Crunch,Aqua Jet,All 31,284 Atk / 8 SpA / 248 Spe,,Lucario,48,Timid,Adaptability,,Black Belt,Aura Sphere,Flash Cannon,Vacuum Wave,Nasty Plot,All 31 / 0 Atk,248 SpA / 8 SpD / 248 Spe,,Torterra,49,Adamant,Solid Rock,,Choice Band,Earthquake,Body Slam,Wood Hammer,Iron Head,All 31,252 HP / 252 Atk / 4 SpD,None,None
794,Barry (Canalave City) [Turtwig] (Team 3),Level Cap: 53,Format: Singles,,Skarmory,48,Impish,Mirror Armor,,Leftovers,Spikes,Iron Head,Drill Run,Roost,All 31,248 HP / 236 Def / 24 Spe,,Starmie,48,Timid,Natural Cure,,Wacan Berry,Hydro Pump,Psybeam,Power Gem,Rapid Spin,All 31,252 SpA / 8 SpD / 248 Spe,,Rapidash,48,Jolly,Reckless,,Muscle Band,Flare Blitz,Double-Edge,Megahorn,Drill Run,All 31,252 Atk / 4 SpD / 248 Spe,,Venomoth,48,Timid,Wonder Skin,,Focus Sash,Sleep Powder,Psychic,Bug Buzz,Sludge Bomb,All 31 / 0 Atk,8/0/0/248/4/248,,Hypno,48,Quiet,No Guard,,Twisted Spoon,Hypnosis,Dream Eater,Shadow Ball,Dynamic Punch,All 31,240 HP / 16 Def / 252 SpA,,Torterra,49,Adamant,Solid Rock,,Choice Band,Earthquake,Body Slam,Wood Hammer,Iron Head,All 31,252 HP / 252 Atk / 4 SpD,None,None
795,Barry (Canalave City) [Turtwig] (Team 4),Level Cap: 53,Format: Singles,,Probopass,48,Modest,Sturdy,,Leftovers,Stealth Rock,Thunderbolt,Flash Cannon,Volt Switch,All 31,248 HP / 252 SpA / 4 SpD,,Toxicroak,48,Timid,Dry Skin,,Focus Sash,Vacuum Wave,Sludge Bomb,Dark Pulse,Nasty Plot,All 31 / 0 Atk,4/0/0/284/8/248,,Octillery,48,Modest,Quick Draw,,Wise Glasses,Hydro Pump,Ice Beam,Flamethrower,Charge Beam,All 31 / 0 Atk,252 HP / 248 SpA / 4 SpD,,Vespiquen,48,Careful,Queenly Majesty,,Aguav Berry,Toxic,Defend Order,Heal Order,Attack Order,All 31,244 HP / 12 Atk / 252 SpD,,Machamp,48,Adamant,Guts,,Flame Orb,Cross Chop,Dual Chop,Knock Off,Bullet Punch,All 31,248/248/0/0/8/4,,Torterra,49,Adamant,Solid Rock,,Choice Band,Earthquake,Body Slam,Wood Hammer,Iron Head,All 31,252 HP / 252 Atk / 4 SpD,None,None
784,Barry (Canalave City) [Chimchar] (Team 1),Level Cap: 53,Format: Singles,,Infernape,49,Adamant,Unburden,,Focus Band,Stealth Rock,Taunt,Close Combat,Fire Punch,All 31,244 Atk / 12 SpD / 248 Spe,,Arbok,48,Jolly,Intimidate,,Iapapa Berry,Gunk Shot,Sucker Punch,Leech Life,Ice Fang,All 31,252 Atk / 4 SpD / 248 Spe,,Electrode,48,Modest,Soundproof,,Wise Glasses,Thunderbolt,Energy Ball,Bug Buzz,Volt Switch,All 31 / 0 Atk,248 SpA / 4 SpD / 252 Spe,,Metagross,48,Adamant,Iron Fist,,Choice Band,Zen Headbutt,Meteor Mash,Thunder Punch,Bullet Punch,All 31,248 HP / 248 Atk / 8 SpD,,Vileplume,48,Modest,Aroma Veil,,Leftovers,Giga Drain,Sludge Bomb,Moonblast,Sleep Powder,All 31 / 0 Atk,252 HP / 248 SpA / 8 SpD,,Yanmega,48,Modest,Speed Boost,,Charti Berry,Bug Buzz,Air Slash,Shadow Ball,Giga Drain,All 31 / 0 Atk,248 SpA / 4 SpD / 252 Spe,None,None
785,Barry ( CanalaveCity) [Chimchar] (Team 2),Level Cap: 53,Format: Singles,,Electrode,48,Modest,Electric Surge,,Wise Glasses,Thunderbolt,Energy Ball,Bug Buzz,Volt Switch,All 31 / 0 Atk,248 SpA / 4 SpD / 252 Spe,,Qwilfish,48,Jolly,Intimidate,,Focus Sash,Destiny Bond,Gunk Shot,Aqua Jet,Toxic,All 31,252 Atk / 4 SpD / 248 Spe,,Magnezone,48,Modest,Levitate,,Expert Belt,Thunderbolt,Flash Cannon,Bug Buzz,Thunder Wave,All 31 / 0 Atk,252 HP / 248 SpA / 8 SpD,,Absol,48,Jolly,Super Luck,,Scope Lens,Night Slash,Slash,Psycho Cut,Sucker Punch,All 31,248 Atk / 8 SpD / 252 Spe,,Kecleon,48,Careful,Mimicry,,Aguav Berry,Substitute,Recover,Shadow Claw,Slash,All 31,240 HP / 16 Atk / 252 SpD,,Infernape,49,Jolly,Iron Fist,,Choice Band,Fire Punch,Close Combat,Thunder Punch,Mach Punch,All 31,244 Atk / 12 SpD / 248 Spe,None,None
786,Barry (Canalave City) [Chimchar] (Team 3),Level Cap: 53,Format: Singles,,Qwilfish,48,Jolly,Intimidate,,Focus Sash,Toxic Spikes,Destiny Bond,Taunt,Aqua Jet,All 31,248 HP / 8 Atk / 248 Spe,,Fearow,48,Jolly,Sniper,,Scope Lens,Drill Peck,Drill Run,Return,Roost,All 31,248 Atk / 8 SpD / 252 Spe,,Seviper,48,Adamant,Merciless,,Leftovers,Swords Dance,Gunk Shot,Crunch,Strength,All 31,252 HP / 252 Atk ,,Sceptile,48,Jolly,Technician,,Muscle Band,Bullet Seed,Dual Chop,Double Kick,Synthesis,All 31,248 Atk / 8 SpD / 252 Spe,,Gengar,48,Timid,Merciless,,Shuca Berry,Sludge Bomb,Shadow Ball,Dark Pulse,Energy Ball,All 31 / 0 Atk,248 SpA / 12 SpD / 248 Spe,,Infernape,49,Jolly,Iron Fist,,Choice Band,Fire Punch,Close Combat,Thunder Punch,Mach Punch,All 31,244 Atk / 12 SpD / 248 Spe,None,None
787,Barry (Canalave City) [Chimchar] (Team 4),Level Cap: 53,Format: Singles,,Mawile,48,Adamant,Intimidate,,Aguav Berry,Stealth Rock,Power-Up Punch,Play Rough,Iron Head,All 31,252/248/0/0/4/4,,Golem,48,Adamant,Sturdy,,Custap Berry,Earthquake,Rock Slide,Fire Punch,Thunder Punch,All 31,248 HP / 252 Atk / 8 SpD,,Fearow,48,Jolly,Sniper,,Scope Lens,Drill Peck,Drill Run,Return,Roost,All 31,248 Atk / 8 SpD / 252 Spe,,Togekiss,48,Timid,Serene Grace,,Bright Powder,Moonblast,Air Slash,Aura Sphere,Heat Wave,All 31 / 0 Atk,252 SpA / 8 SpD / 248 Spe,,Purugly,48,Jolly,Fur Coat,,Leftovers,Body Slam,Play Rough,Knock Off,Fake Out,All 31,8/248/0/0/4/248,,Infernape,49,Jolly,Iron Fist,,Choice Band,Fire Punch,Close Combat,Thunder Punch,Mach Punch,All 31,244 Atk / 12 SpD / 248 Spe,None,None
788,Barry (Canalave City) [Piplup] (Team 1),Level Cap: 53,Format: Singles,,Empoleon,49,Quiet,Competitive,,Focus Sash,Stealth Rock,Flash Cannon,Scald,Aqua Jet,All 31,252 HP / 8 Atk / 248 SpA,,Sableye,48,Careful,Magic Bounce,,Mago Berry,Fake Out,Sucker Punch,Shadow Sneak,Recover,All 31,252 HP / 248 SpD,,Weezing,48,Bold,Levitate,,Leftovers,Heat Wave,Sludge Bomb,Will-O-Wisp,Snarl,All 31 / 0 Atk,248 HP / 252 Def / 8 SpA,,Meganium,48,Calm,Triage,,Expert Belt,Draining Kiss,Giga Drain,Earth Power,Leech Seed,All 31 / 0 Atk,248 HP / 248 SpA / 12 SpD,,Alakazam,48,Timid,Magic Guard,,Life Orb,Psychic,Shadow Ball,Energy Ball,Psyshock,All 31 / 0 Atk,248 SpA / 8 SpD / 252 Spe,,Heracross,48,Jolly,Skill Link,,Muscle Band,Pin Missile,Arm Thrust,Rock Blast,Knock Off,All 31,252 Atk / 8 SpD / 248 Spe,None,None
789,Barry (Canalave City) [Piplup] (Team 2),Level Cap: 53,Format: Singles,,Sableye,48,Careful,Prankster,,Lagging Tail,Will-O-Wisp,Taunt,Power Trick,Knock Off,All 31,252/4/0/0/248/4,,Kingdra,48,Hardy,Sniper,,Leftovers,Dragon Dance,Outrage,Waterfall,Substitute,All 31,252 HP / 252 Atk / 4 Spe,,Staraptor,48,Jolly,Intimidate,,Muscle Band,U-turn,Close Combat,Take Down,Aerial Ace,All 31,252 Atk / 252 Spe,,Dusknoir,48,Adamant,Iron Fist,,Expert Belt,Ice Punch,Shadow Punch,Shadow Sneak,Thunder Punch,All 31,252 HP / 252 Atk,,Camerupt,48,Modest,Drought,,Aguav Berry,Flamethrower,Earth Power,Flash Cannon,Solar Beam,All 31 / 0 Atk,252 HP / 248 SpA / 4 SpE,,Empoleon,49,Quiet,Competitive,,Life Orb,Surf,Flash Cannon,Scald,Aqua Jet,All 31,252 HP / 8 Atk / 248 SpA,None,None
790,Barry (Canalave City) [Piplup] (Team 3),Level Cap: 53,Format: Singles,,Volbeat,48,Timid,Prankster,,Damp Rock,Rain Dance,Thunderbolt,Bug Buzz,U-turn,All 31,252 SpA / 8 SpD / 248 Spe,,Kingdra,48,Modest,Swift Swim,,Life Orb,Surf,Dragon Pulse,Aurora Beam,Clear Smog,All 31 / 0 Atk,4 HP / 252 SpA / 248 Spe,,Mr. Mime,48,Timid,Filter,,Leftovers,Psychic,Dazzling Gleam,Substitute,Baton Pass,All 31 / 0 Atk,252 SpA / 8 SpD / 248 Spe,,Scizor,48,Adamant,Technician,,Figy Berry,Bullet Punch,Bug Bite,Wing Attack,Roost,All 31,252 HP / 248 Atk / 4 SpD,,Lopunny,48,Jolly,Scrappy,,Focus Sash,Jump Kick,Return,Blaze Kick,Ice Punch,All 31,252 Atk / 8 SpD / 248 Spe,,Empoleon,49,Quiet,Competitive,,Mystic Water,Surf,Flash Cannon,Scald,Aqua Jet,All 31,252 HP / 8 Atk / 248 SpA,None,None
791,Barry (Canalave City) [Piplup] (Team 4),Level Cap: 53,Format: Singles,,Drifblim,48,Timid,Flare Boost,,Flame Orb,Protect,Air Slash,Shadow Ball,Clear Smog,All 31 / 0 Atk,4/0/0/248/4/248,,Weezing,48,Bold,Levitate,,Leftovers,Heat Wave,Sludge Bomb,Will-O-Wisp,Snarl,All 31 / 0 Atk,248 HP / 252 Def / 8 SpA,,Altaria,48,Adamant,Pixilate,,Muscle Band,Dragon Dance,Return,Dragon Rush,Roost,All 31,4/252/0/0/4/248,,Nidoking,48,Hardy,Sheer Force,,Life Orb,Sludge Bomb,Earth Power,Water Pulse,Shadow Ball,All 31 / 0 Atk,252 SpA / 4 SpD / 252 Spe,,Blaziken,48,Adamant,Speed Boost,,Focus Sash,Protect,Close Combat,Thunder Punch,Blaze Kick,All 31,252 Atk / 8 SpD / 248 Spe,,Empoleon,49,Quiet,Competitive,,Mystic Water,Surf,Flash Cannon,Scald,Aqua Jet,All 31,252 HP / 8 Atk / 248 SpA,None,None
958,Riley [Iron Island],Level Cap: 53,Format: Singles,,Absol,49,Jolly,Super Luck,,Scope Lens,Night Slash,Psycho Cut,Megahorn,Play Rough,All 31,252 Atk / 252 SpD,,Ursaring,49,Adamant,Guts,,Flame Orb,Strength,Close Combat,Play Rough,Protect,All 31,252 HP / 252 Atk,,Metagross,49,Adamant,Light Metal,,Liechi Berry,Meteor Mash,Earthquake,Zen Headbutt,Agility,All 31,252 HP / 252 Atk,,Salamence,49,Adamant,Intimidate,,Power Herb,Dragon Rush,Fly,Crunch,Dragon Dance,All 31,252 Atk / 252 SpD,,Slaking,49,Adamant,Truant,,Sitrus Berry,Body Slam,Hammer Arm,Play Rough,Slack Off,All 31,252 HP / 252 Atk,,Lucario,50,Jolly,Inner Focus,,Life Orb,High Jump Kick,Meteor Mash,Blaze Kick,Bullet Punch,All 31,252 Atk / 252 SpD,None,None
843,Byron [Canalave City] (Team 1),Level Cap: 53,Format: Singles,,Bronzong,52,Modest,Levitate,,Damp Rock,Rain Dance,Psychic,Weather Ball,Flash Cannon,All 31 / 0 Atk,252 HP / 252 SpA / 4 SpD,,Scizor,52,Adamant,Technician,,Life Orb,Bullet Punch,Cut,Aerial Ace,Roost,All 31,248 HP / 252 Atk / 8 SpD,,Mawile,52,Adamant,Huge Power,,Muscle Band,Play Rough,Power-Up Punch,Iron Head,Ice Punch,All 31,248 HP / 252 Atk / 8 SpD,,Steelix,52,Adamant,Sheer Force,,Occa Berry,Crunch,Stone Edge,Earthquake,Iron Head,All 31,248 HP / 252 Atk / 4 SpD,,Wormadam-Trash,52,Modest,Battle Armor,,Leftovers,Quiver Dance,Flash Cannon,Bug Buzz,Toxic,All 31 / 0 Atk,248 SpA / 4 SpD / 252 Spe,,Bastiodon,53,Modest,Filter,,Weakness Policy,Power Gem,Flash Cannon,Thunderbolt,Ice Beam,All 31 / 0 Atk,244/0/4/248/12/0,None,Rewards Flash Cannon TM
844,Byron [Canalave City] (Team 2),Level Cap: 53,Format: Singles,,Skarmory,52,Impish,Sturdy,,Razor Claw,Brave Bird,Stealth Rock,Roost,Iron Head,All 31,252 HP / 232 Def / 24 Spe,,Aggron,52,Adamant,Rock Head,,Choice Band,Head Smash,Double-Edge,Iron Head,Ice Punch,All 31,248 HP / 252 Atk / 4 Spd,,Magnezone,52,Hardy,Analytic,,Air Balloon,Thunderbolt,Flash Cannon,Bug Buzz,Body Press,All 31 / 0 Atk,4 Atk / 252 SpA / 252 Spe,,Mawile,52,Adamant,Huge Power,,Muscle Band,Play Rough,Power-Up Punch,Iron Head,Ice Punch,All 31,248 HP / 252 Atk / 8 SpD,,Wormadam-Trash,52,Modest,Battle Armor,,Leftovers,Quiver Dance,Flash Cannon,Bug Buzz,Toxic,All 31 / 0 Atk,248 SpA / 4 SpD / 252 Spe,,Bastiodon,53,Modest,Filter,,Weakness Policy,Power Gem,Flash Cannon,Thunderbolt,Ice Beam,All 31 / 0 Atk,244/0/4/248/12/0,None,Rewards Flash Cannon TM
845,Byron [Canalave City] (Team 3),Level Cap: 53,Format: Singles,,Forretress,52,Relaxed,Sturdy,,Occa Berry,Spikes,Rapid Spin,Gyro Ball,Volt Switch,All 31 / 0 Atk,252 HP / 4 Atk / 252 Def,,Metagross,52,Adamant,Iron Fist,,Expert Belt,Meteor Mash,Zen Headbutt,Thunder Punch,Bullet Punch,All 31,252 HP / 252 Atk / 4 SpD,,Probopass,52,Calm,Sturdy,,Air Balloon,Toxic,Power Gem,Stealth Rock,Volt Switch,All 31 / 0 Atk,252 HP / 4 SpA / 252 SpD,,Scizor,52,Adamant,Technician,,Life Orb,Bullet Punch,Cut,Aerial Ace,Roost,All 31,248 HP / 252 Atk / 8 SpD,,Skarmory,52,Adamant,Mirror Armor,,Leftovers,Brave Bird,Iron Head,Drill Run,Roost,All 31,232 HP / 252 Atk / 24 Spe,,Bastiodon,53,Modest,Filter,,Weakness Policy,Power Gem,Flash Cannon,Thunderbolt,Ice Ball,All 31 / 0 Atk,244/0/4/248/12/0,None,Rewards Flash Cannon TM
846,Byron [Canalave City] (Team 4),Level Cap: 53,Format: Singles,,Bastiodon,53,Modest,Filter,,Air Balloon,Stealth Rock,Metal Burst,Thunderbolt,Ice Beam,All 31 / 0 Atk,244/0/4/248/12/0,,Bronzong,52,Adamant,Levitate,,Light Clay,Reflect,Light Screen,Heavy Slam,Earthquake,All 31,252 HP / 252 Atk / 4 SpD,,Probopass,52,Timid,Sturdy,,Chesto Berry,Body Press,Iron Defense,Rest,Rock Polish,All 31 / 0 Atk,8 HP / 248 Def / 252 Spe,,Magnezone,52,Hardy,Sturdy,,Choice Specs,Thunderbolt,Flash Cannon,Bug Buzz,Body Press,All 31 / 0 Atk,4 HP / 252 SpA / 252 Spe,,Scizor,52,Adamant,Technician,,Leftovers,Bullet Punch,Cut,Swords Dance,Roost,All 31,248 HP / 252 Atk / 8 SpD,,Steelix,52,Adamant,Sheer Force,,Assault Vest,Crunch,Stone Edge,Earthquake,Iron Head,All 31,248 HP / 252 Atk / 4 SpD,None,Rewards Flash Cannon TM
880,Saturn (Lake Valor),Level Cap: 56,Format: Singles,,Bronzong,52,Brave,Levitate,,Light Clay,Reflect,Light Screen,Gyro Ball,Zen Headbutt,All 31 / 0 Atk,248/252/4/0/4/0,,Octillery,52,Modest,Sniper,,Scope Lens,Hydro Pump,Flamethrower,Ice Beam,Energy Ball,All 31 / 0 Atk,248 HP / 252 SpA / 8 SpD,,Rhydon,52,Adamant,Sheer Force,,Eviolite,Earthquake,Stone Edge,Hammer Arm,Thunder Punch,All 31,252 HP / 252 Atk / 4 SpD,,Sharpedo,52,Adamant,Speed Boost,,Expert Belt,Protect,Liquidation,Crunch,Poison Jab,All 31,248 Atk / 12 SpD / 248 Spe,,Alakazam,52,Timid,Magic Guard,,Life Orb,Psychic,Aura Sphere,Shadow Ball,Dazzling Gleam,All 31 / 0 Atk,0/0/4/252/4/248,,Toxicroak,53,Jolly,Dry Skin,,Focus Sash,Gunk Shot,Sucker Punch,Bullet Punch,Swords Dance,All 31,252 Atk / 8 SpD / 248 Spe,None,None
881,Mars (Lake Verity),Level Cap: 56,Format: Singles,,Crobat,52,Jolly,Infiltrator,,Focus Sash,Brave Bird,Cross Poison,Taunt,U-turn,All 31,4 HP / 252 Atk / 252 Spe,,Yanmega,52,Modest,Speed Boost,,Choice Specs,Bug Buzz,Air Slash,Psychic,Giga Drain,All 31 / 0 Atk,4/0/0/248/8/248,,Bronzong,52,Adamant,Levitate,,Leftovers,Earthquake,Rock Polish,Heavy Slam,Zen Headbutt,All 31,252 Atk / 4 SpD / 252 Spe,,Kangaskhan,52,Jolly,Parental Bond,,Muscle Band,Body Slam,Earthquake,Drain Punch,Sucker Punch,All 31,248 Atk / 8 SpD / 252 Spe,,Porygon-Z,52,Timid,Adaptability,,Life Orb,Tri Attack,Ice Beam,Thunder,Fire Blast,All 31 / 0 Atk,4 HP / 252 SpA / 252 Spe,,Purugly,53,Jolly,Fur Coat,,Leftovers,Toxic,Knock Off,Protect,Body Slam,All 31,252 HP/ 8 Atk / 248 Spe,None,None
847,Candice [Snowpoint City] (Team 1),Level Cap: 56,Format: Singles,,Glalie,55,Jolly,Levitate,,Chople Berry,Stone Edge,Icicle Crash,Stealth Rock,Taunt,All 31,248 Atk / 8 SpD / 248 Spe,,Dewgong,55,Adamant,Thick Fat,,Leftovers,Icicle Crash,Liquidation,Drill Run,Aqua Jet,All 31,248 HP / 248 Atk / 12 SpD,,Jynx,55,Timid,Dazzling,,Assault Vest,Freeze-Dry,Psychic,Dazzling Gleam,Shadow Ball,All 31 / 0 Atk,252 SpA / 4 SpD / 252 Spe,,Lapras,55,Modest,Shell Armor,,Wiki Berry,Hydro Pump,Blizzard,Thunderbolt,Heal Bell,All 31 / 0 Atk,252 SpA / 4 SpD / 252 Spe,,Glaceon,56,Modest,Slush Rush,,Heavy-Duty Boots,Blizzard,Earth Power,Extrasensory,Freeze-Dry,All 31 / 0 Atk,252 SpA / 4 SpD / 252 Spe,,Froslass,56,Timid,Levitate,,Choice Specs,Psychic,Blizzard,Shadow Ball,Thunderbolt,All 31 / 0 Atk,0/0/4/252/4/248,None,Permanent Hail | Rewards Rock Climb HM
